Lp.,Nazwa złoża,"Stan 
zag. 
złoża",Zasoby,Unnamed: 4,"Wydo-
bycie",Powiat,Unnamed: 0,Unnamed: 1,Stan,Wyszczególnienie,"Ilość 
złóż",Zasoby geologiczne,Unnamed: 3,Unnamed: 5,"Zasoby 
przemy- 
słowe","Nazwa złoża lub 
odwiertu w obrębie 
złoża 
nieudostępnionego","Typ 
wody","Zasoby geologiczne 
bilansowe","Pobór 
(m3/rok)",Zasoby wydobywalne,Zasoby  szacunkowe,"Ubytek 
z  
wydobycia","Stan 
Lp. 
Nazwa złoża 
zag. 
złoża",Unnamed: 2,"Lp. 
Nazwa  złoża","Stan 
zag.",Zasoby wydobywalne bilansowe,Wydobycie,p.,"Zasoby wydobywalne 
Zasoby 
Ilość 
Wyszczególnienie 
bilansowe 
przemy- 
pozabi- 
złóż 
słowe 
lansowe 
Razem 
A+B 
C",Unnamed: 6
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Zajączków,P,139 532.00,-,-,opoczyński,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. mazowieckie 
złóż: 3",,,10 028.19,825.89,-,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Mostówka  
R",,,8 773.30,-,-,wyszkowski,,,,,,,,,,,,,,,,,,,,,,,,,
"2 
Wołomin  
Z",,,199.00,-,-,wołomiński,,,,,,,,,,,,,,,,,,,,,,,,,
"3 
Wyszków-Skuszew  
Z",,,1 055.89,825.89,-,wyszkowski,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. podkarpackie 
złóż: 1",,,2 474.00,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Koziejówka  
P",,,2 474.00,-,-,lubaczowski,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. pomorskie 
złóż: 1",,,1 244.00,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Puck  
R",,,1 244.00,-,-,pucki,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. świętokrzyskie 
złóż: 2",,,6 872.00,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Piaseczno  
Z",,,788.00,-,-,sandomierski,,,,,,,,,,,,,,,,,,,,,,,,,
"2 
Świniary II  
P",,,6 084.00,-,-,sandomierski,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. wielkopolskie 
złóż: 3",,,9 573.26,4 390.64,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Mirosław AG  
E",,,5 043.49,4 390.64,10.10,pilski,,,,,,,,,,,,,,,,,,,,,,,,,
"2 
Olszyna  
P",,,1.40,-,-,ostrzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
"3 
Ujście Noteckie II  
Z",,,4 528.37,-,-,pilski,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. zachodniopomorskie 
złóż: 1",,,10 777.30,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Sulechowo 1  
R",,,10 777.30,-,-,sławieński,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"eksploa- 
tacyjne 
(m3/h)",,,,,,,,,,,,,,"dyspozycyjne 
(m3/h) 
statyczne** 
(tys. m3)",,,,,,,,,,,,,
"ZŁOŻA UDOKUMENTOWANE 
złóż: 148; OGÓŁEM",,,,7 209.22,,,,,,,,,,,,,,"40 319.22 
32 138.00**",13 539 961.41,,,,,,,,,,,,
"woj. dolnośląskie 
złóż: 22",,,,671.27,,,,,,,,,,,,,,38 250.55,1 157 475.36,,,,,,,,,,,,
1,,,,56.54,,m.Jelenia Góra,,,,,,,,,,Cieplice*,LsT,13 680.00,144 365.00,,,,,,,,,,,,
2,,,,7.32,,lubański,,,,,,,,,,Czerniawa-Zdrój*,Ls,115.20,-,,,,,,,,,,,,
3,,,,1.94,,kłodzki,,,,,,,,,,Długopole-Zdrój*,Ls,501.50,1 540.00,,,,,,,,,,,,
4,,,,107.48,,kłodzki,,,,,,,,,,Duszniki-Zdrój*,LzT,1 440.00,299 332.37,,,,,,,,,,,,
5,,,,42.90,,kłodzki,,,,,,,,,,Gorzanów*,Lz,13 296.00,57 761.00,,,,,,,,,,,,
6,,,,5.66,,wałbrzyski,,,,,,,,,,Jedlina-Zdrój*,Lz,-,4.00,,,,,,,,,,,,
7,,,,44.00,,jeleniogórski,,,,,,,,,,Karpniki*,T,-,131 623.00,,,,,,,,,,,,
8,,,,29.10,,kłodzki,,,,,,,,,,Kudowa*,Lz,720.00,105 173.63,,,,,,,,,,,,
9,,,,59.82,,kłodzki,,,,,,,,,,Lądek-Zdrój*,LsT,915.00,145 686.00,,,,,,,,,,,,
10,,,,81.22,,kłodzki,,,,,,,,,,Polanica-Zdrój*,LsLz,6 713.00,260 457.12,,,,,,,,,,,,
11,,,,7.67,,dzierżoniowski,,,,,,,,,,Przerzeczyn*,Ls,-,-,,,,,,,,,,,,
12,,,,2.70,,jeleniogórski,,,,,,,,,,Sosnówka źródła,Ls,-,-,,,,,,,,,,,,
13,,,,20.50,,jeleniogórski,,,,,,,,,,Staniszów*,T,-,-,,,,,,,,,,,,
14,,,,101.30,,kłodzki,,,,,,,,,,Stara Łomnica,Lz,-,-,,,,,,,,,,,,
15,,,,0.62,,wałbrzyski,,,,,,,,,,"Stare Bogaczowice 
źródła",Lz,-,-,,,,,,,,,,,,
16,,,,41.04,,jaworski,,,,,,,,,,Stare Rochowice,Lz,-,-,,,,,,,,,,,,
17,,,,20.80,,kłodzki,,,,,,,,,,Stary Wielisław,Lz,664.85,-,,,,,,,,,,,,
18,,,,3.40,,kłodzki,,,,,,,,,,Szczawina*,Ls,97.00,-,,,,,,,,,,,,
19,,,,0.54,,wałbrzyski,,,,,,,,,,Szczawno-Zdrój*,Lz,-,5 207.24,,,,,,,,,,,,
20,,,,10.75,,jeleniogórski,,,,,,,,,,Szklarska Poręba,Ls,-,-,,,,,,,,,,,,
21,,,,19.97,,lubański,,,,,,,,,,Świeradów-Zdrój*,LzLs,108.00,6 326.00,,,,,,,,,,,,
22,,,,6.00,,trzebnicki,,,,,,,,,,Trzebnica IG-1,LzT,-,-,,,,,,,,,,,,
"woj. kujawsko-pomorskie 
złóż: 6",,,,586.90,,,,,,,,,,,,,,-,431 123.70,,,,,,,,,,,,
1,,,,220.00,,aleksandrowski,,,,,,,,,,Ciechocinek*,LzT,-,50 131.70,,,,,,,,,,,,
2,,,,6.20,,inowrocławski,,,,,,,,,,Inowrocław I*,Lz,-,164.00,,,,,,,,,,,,
3,,,,5.70,,inowrocławski,,,,,,,,,,Inowrocław II*,LzT,-,17 007.00,,,,,,,,,,,,
4,,,,20.00,,grudziądzki,,,,,,,,,,Marusza*,LzT,-,1 081.00,,,,,,,,,,,,
5,,,,320.00,,m.Toruń,,,,,,,,,,Toruń*,T,-,353 297.00,,,,,,,,,,,,
6,,,,15.00,,włocławski,,,,,,,,,,Wieniec*,Lz,-,9 443.00,,,,,,,,,,,,
"woj. lubelskie  
złóż: 2",,,,54.00,,,,,,,,,,,,,,-,1 299.20,,,,,,,,,,,,
"1 
Celejów* 
T",,,,28.00,,puławski,,,,,,,,,,,,-,-,,,,,,,,,,,,
"2 
Nałęczów II* 
Ls",,,,26.00,,puławski,,,,,,,,,,,,-,1 299.20,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Biała*,R,103,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Biała-Trytko*,R,97,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Białe Ługi*,R,25 810,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Białe Ługi I*,R,2 028,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Biecz I**,M,-,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Biecz-Zakole*,T,24,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Biedacz,R,578,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Bielany Przy Sole**,T,20 466,-,-,oświęcimski,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,Bielany-Nowa Wieś pole A**,R,10 542,-,-,"bielski, oświęcimski",,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Bielany-Nowa Wieś pole B**,P,2 759,-,-,oświęcimski,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Bielcza*,R,5 490,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Bielcza-Krężel*,E,5 735,2 075,265,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Biskupice Radłowskie*,E,2 777,1 077,20,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Biskupice-Gródek*,Z,277,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Bobrowniki II*,R,11 874,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Bobrowniki Wielkie*,E,1 707,393,90,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Bobrowniki Wielkie II*,R,801,662,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Bobrowniki-Skałka*,P,22 058,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Bobrowniki-Skałka 1*,T,1 335,564,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Bogumiłowice**,P,3 627,-,-,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Bolesław-Starczynów*,R,120,-,-,olkuski,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Borek,R,57,-,-,bocheński,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Borek Łagosz V*,R,2 169,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Borowa*,T,1 440,772,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Borowiec*,E,48 073,3 508,220,tarnowski,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Borzęcin*,R,515,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Borzęcin I*,R,2 702,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Borzęcin Okrajki*,R,133,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,Borzęcin Wielka Droga*,T,2 742,2 235,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,Borzęcin-Białe Ługi*,R,4 794,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,Borzęcin-Borek*,Z,1 470,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,Borzęcin-Borowa*,P,454,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,Borzęcin-Hankówka*,R,746,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,Borzęcin-Ropek*,M,-,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,Borzęcin-Świercze*,T,1 584,1 584,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,Borzęcin-Żwiry*,E,74,-,38,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,Borzęcin-Żwiry 1*,R,90,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,Bór - Zagórze,E,8 421,939,66,krakowski,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,Brunary*,R,41,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,Brzegi*,P,4 255,-,-,"m.Kraków, wielicki",,,,,,,,,,,,,,,,,,,,,,,,,
43.0,Brzegi II*,T,3 917,1 052,-,"m.Kraków, wielicki",,,,,,,,,,,,,,,,,,,,,,,,,
44.0,Brzegi III*,E,339,146,352,"m.Kraków, wielicki",,,,,,,,,,,,,,,,,,,,,,,,,
45.0,Brzeszcze-Buczaki*,E,1 092,790,333,oświęcimski,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,Brzezowiec 5,Z,6,-,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,Brzezowiec 8,R,544,1 133,-,brzeski,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,Filice II*,Z,604,-,-,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,Filice IV*,Z,233,-,-,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,Fiugajki*,R,2 101,-,-,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,Fiugajki I*,R,357,-,-,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,Florczaki*,R,5 497,-,-,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,Florczaki I*,E,54,-,2,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,Frombork*,E,1 522,1 084,13,braniewski,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,Gajdy*,Z,73,-,-,iławski,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,Gajewo I,R,189,-,-,giżycki,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,Gardyny,Z,1 282,-,-,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,Gardyny II*,Z,2 073,-,-,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,Gardyny III*,Z,1 907,-,-,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,Gardyny IV*,P,389,-,-,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,Gardyny V,E,1 628,1 072,250,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,Gąsiorowo*,P,22 257,-,-,"olsztyński, szczycieński",,,,,,,,,,,,,,,,,,,,,,,,,
102.0,Gąsiorowo 1*,E,1 274,1 053,10,szczycieński,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,Gąsiorowo II*,Z,519,-,-,szczycieński,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,Gąski*,R,20,-,-,olecki,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,Giedajty*,P,32,-,-,olsztyński,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,Gierzwałd*,E,4 182,4 123,276,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,Gierzwałd I*,R,5 044,3 754,-,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,Gierzwałd II*,R,4 843,4 843,-,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,Giławy - Rusek III*,E,197,197,115,szczycieński,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,Giławy-Rusek II*,Z,1 378,-,-,szczycieński,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,Giławy-Rusek II/1*,R,13,3,-,szczycieński,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,Gisiel,R,24 944,-,-,szczycieński,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,Gisiel 1,R,394,-,-,szczycieński,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,Gisiel I*,R,165,-,-,szczycieński,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,Gisiel-Dymer*,P,12 584,-,-,"olsztyński, szczycieński",,,,,,,,,,,,,,,,,,,,,,,,,
116.0,Glaznoty*,E,314,-,27,ostródzki,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,Gnojenko*,Z,79,-,-,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,Gnojenko III*,R,58,-,-,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,Gnojenko III-1*,Z,82,-,-,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,Gnojenko IV*,T,171,-,-,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,Gnojno,Z,177,-,-,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,Gnojno I*,Z,20,-,-,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,Gnojno II*,E,113,-,19,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,Gnojno-Petrykozy I*,Z,391,-,-,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,Gnojno-Petrykozy-p. W*,Z,118,-,-,działdowski,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,Godki,Z,32,-,-,olsztyński,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,Golubki*,T,558,558,-,olecki,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,Golubki I*,Z,250,-,-,olecki,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,Gołogóra,T,677,677,-,olsztyński,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,Gorczyce,R,355,-,-,olecki,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,Góreczno*,P,1 485,-,-,braniewski,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.0,Kotlin,Z,103,-,-,jarociński,,,,,,,,,,,,,,,,,,,,,,,,,
450.0,Kotlin II,E,76,-,11,jarociński,,,,,,,,,,,,,,,,,,,,,,,,,
451.0,Kotłów,T,72,-,-,ostrzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
452.0,Kotłów II,E,45,-,1,ostrzeszowski,,,,,,,,,,,,,,,,,,,,,,,,,
453.0,Kotowo II,R,290,-,-,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
454.0,Kowanówko*,Z,23 722,-,-,obornicki,,,,,,,,,,,,,,,,,,,,,,,,,
455.0,Krępa,R,175,-,-,turecki,,,,,,,,,,,,,,,,,,,,,,,,,
456.0,Krępsko*,T,70,-,-,pilski,,,,,,,,,,,,,,,,,,,,,,,,,
457.0,Krępsko I,Z,180,-,-,pilski,,,,,,,,,,,,,,,,,,,,,,,,,
458.0,Krępsko TM,R,433,-,-,pilski,,,,,,,,,,,,,,,,,,,,,,,,,
459.0,Krępsko TM II,R,375,-,-,pilski,,,,,,,,,,,,,,,,,,,,,,,,,
460.0,Krępsko-Północ*,Z,121,-,-,"pilski, złotowski",,,,,,,,,,,,,,,,,,,,,,,,,
461.0,Krosinko,Z,175,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
462.0,Krosinko II,Z,625,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
463.0,Krosno*,P,12 090,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
464.0,Krosno BW,R,231,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
465.0,Krosno I,Z,1 375,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
466.0,Kruchowo*,Z,77,-,-,gnieźnieński,,,,,,,,,,,,,,,,,,,,,,,,,
467.0,Krutla,Z,1 421,-,-,wolsztyński,,,,,,,,,,,,,,,,,,,,,,,,,
468.0,Krzemieniewo,Z,3,-,-,leszczyński,,,,,,,,,,,,,,,,,,,,,,,,,
469.0,Krzykosy KR,R,2 068,-,-,średzki,,,,,,,,,,,,,,,,,,,,,,,,,
470.0,Krzywa Wieś*,Z,684,-,-,złotowski,,,,,,,,,,,,,,,,,,,,,,,,,
471.0,Krzywiń-Północ*,T,2 296,1 265,-,kościański,,,,,,,,,,,,,,,,,,,,,,,,,
472.0,Krzyżkówko MD,R,1 205,-,-,międzychodzki,,,,,,,,,,,,,,,,,,,,,,,,,
473.0,Ksawerów,E,124,-,10,kaliski,,,,,,,,,,,,,,,,,,,,,,,,,
474.0,Ksawerów II,R,127,-,-,kaliski,,,,,,,,,,,,,,,,,,,,,,,,,
475.0,Kubeczki I,R,126,-,-,rawicki,,,,,,,,,,,,,,,,,,,,,,,,,
476.0,Kunowo 2,T,116,-,-,gostyński,,,,,,,,,,,,,,,,,,,,,,,,,
477.0,Kunowo 3,E,634,402,52,gostyński,,,,,,,,,,,,,,,,,,,,,,,,,
478.0,Kunowo CM,T,282,282,-,szamotulski,,,,,,,,,,,,,,,,,,,,,,,,,
479.0,Kunowo CM II,T,748,718,-,szamotulski,,,,,,,,,,,,,,,,,,,,,,,,,
480.0,Kunowo PC,Z,42,-,-,szamotulski,,,,,,,,,,,,,,,,,,,,,,,,,
481.0,Kunowo TP,R,43,-,-,szamotulski,,,,,,,,,,,,,,,,,,,,,,,,,
482.0,Kunowo-Stawy,Z,3,-,-,gostyński,,,,,,,,,,,,,,,,,,,,,,,,,
483.0,Kurowo KR,Z,455,-,-,kościański,,,,,,,,,,,,,,,,,,,,,,,,,
484.0,Kurza,Z,198,-,-,kaliski,,,,,,,,,,,,,,,,,,,,,,,,,
485.0,Kurza I,E,649,649,12,kaliski,,,,,,,,,,,,,,,,,,,,,,,,,
486.0,Kuślin MSNŁ,E,346,-,36,nowotomyski,,,,,,,,,,,,,,,,,,,,,,,,,
487.0,Kuślin SS,R,615,-,-,nowotomyski,,,,,,,,,,,,,,,,,,,,,,,,,
488.0,Kuźnica Czarnkowska*,R,74,-,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
489.0,Kuźnica Czarnkowska 1*,Z,42,-,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
490.0,Kuźnica Czarnkowska II*,Z,377,-,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
491.0,Kuźnica Czarnkowska III*,T,56,-,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
492.0,Kuźnica Czarnkowska JJ,T,1 258,1 258,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
493.0,Kuźnica Czarnkowska MD,E,8 027,6 988,35,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
719.0,Okręglica,E,121,-,2,m.Kalisz,,,,,,,,,,,,,,,,,,,,,,,,,
720.0,Oleśnica DW,E,3 449,2 859,250,chodzieski,,,,,,,,,,,,,,,,,,,,,,,,,
721.0,Olimpia,R,4 992,4 841,-,turecki,,,,,,,,,,,,,,,,,,,,,,,,,
722.0,Ołobok,Z,68,-,-,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
723.0,Ołobok III,Z,114,-,-,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
724.0,Ołobok V,M,-,-,-,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
725.0,Ołobok VI,E,158,-,15,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
726.0,Opatówek - Rogatka,Z,18,-,-,kaliski,,,,,,,,,,,,,,,,,,,,,,,,,
727.0,Orzechowo*,P,5 448,-,-,wrzesiński,,,,,,,,,,,,,,,,,,,,,,,,,
728.0,Orzeszkowo GD,Z,245,-,-,średzki,,,,,,,,,,,,,,,,,,,,,,,,,
729.0,Osieczna,Z,1 398,-,-,leszczyński,,,,,,,,,,,,,,,,,,,,,,,,,
730.0,Osieczna I,Z,-,-,-,leszczyński,,,,,,,,,,,,,,,,,,,,,,,,,
731.0,Osieczna III,E,758,667,20,leszczyński,,,,,,,,,,,,,,,,,,,,,,,,,
732.0,Osieczna IV,E,238,-,27,leszczyński,,,,,,,,,,,,,,,,,,,,,,,,,
733.0,Osieczna V,Z,133,-,-,leszczyński,,,,,,,,,,,,,,,,,,,,,,,,,
734.0,Osieczna VI,E,1 202,1 202,2,leszczyński,,,,,,,,,,,,,,,,,,,,,,,,,
735.0,Osiek,Z,139,-,-,jarociński,,,,,,,,,,,,,,,,,,,,,,,,,
736.0,Osiek II,Z,129,-,-,jarociński,,,,,,,,,,,,,,,,,,,,,,,,,
737.0,Osiek Mały,R,321,-,-,kolski,,,,,,,,,,,,,,,,,,,,,,,,,
738.0,Osiek MK,R,105,-,-,jarociński,,,,,,,,,,,,,,,,,,,,,,,,,
739.0,Osłonin,R,1 726,-,-,wolsztyński,,,,,,,,,,,,,,,,,,,,,,,,,
740.0,Ostrowieczno I,Z,64,-,-,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
741.0,Ostrowieczno II,E,128,-,13,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
742.0,Ostrowieczno III,E,300,-,15,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
743.0,Ostrowieczno IV,M,-,-,3,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
744.0,Ostrowieczno V,E,542,542,39,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
745.0,Ostrów Wielkopolski II,T,123,-,-,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
746.0,Ostrówek I,E,307,-,10,turecki,,,,,,,,,,,,,,,,,,,,,,,,,
747.0,Ostrów-Pruślin*,Z,62,-,-,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
748.0,Osuch*,Z,2 491,-,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
749.0,Otusz BDX,R,603,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
750.0,Otusz MK,Z,19,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
751.0,Otusz MK I,T,84,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
752.0,Otusz SK,R,524,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
753.0,Owińska*,Z,1 052,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
754.0,Pamiątka,M,-,-,-,koniński,,,,,,,,,,,,,,,,,,,,,,,,,
755.0,Pamiątka GB,E,1 867,1 705,158,koniński,,,,,,,,,,,,,,,,,,,,,,,,,
756.0,Pamiątka GK,T,236,-,-,koniński,,,,,,,,,,,,,,,,,,,,,,,,,
757.0,Pamiątka GK-I,R,1 038,-,-,koniński,,,,,,,,,,,,,,,,,,,,,,,,,
758.0,Pamiątkowo,E,332,292,30,szamotulski,,,,,,,,,,,,,,,,,,,,,,,,,
759.0,Panienka IV,R,635,-,-,jarociński,,,,,,,,,,,,,,,,,,,,,,,,,
760.0,Panienka MB,T,241,-,-,jarociński,,,,,,,,,,,,,,,,,,,,,,,,,
761.0,Panienka MB I,T,2 042,1 842,-,jarociński,,,,,,,,,,,,,,,,,,,,,,,,,
762.0,Paprotnia II*,Z,1 571,-,-,koniński,,,,,,,,,,,,,,,,,,,,,,,,,
763.0,Paprotnia IX,R,203,-,-,koniński,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,Brzeźno Lęborskie IV,T,327,-,-,wejherowski,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,Brzeźno Lęborskie V,T,262,-,-,wejherowski,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,Brzeźno Lęborskie VI,T,121,-,-,wejherowski,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,Brzozowo,R,5 319,-,-,bytowski,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,Bukowa Góra III,E,230,230,15,kartuski,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,Bukowa Góra IV,R,411,337,-,kartuski,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,Bukowina,R,267,-,-,lęborski,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,Bukówka,R,8 579,-,-,słupski,,,,,,,,,,,,,,,,,,,,,,,,,
